================ Training Loss (Mon Sep 29 15:38:19 2025) ================
[Rank 0] (epoch: 1, iters: 100, time: 0.598, data: 2.243) , D_A: 0.585, G_A: 0.400, cycle_A: 1.613, idt_A: 1.502, D_B: 0.408, G_B: 0.423, cycle_B: 3.156, idt_B: 0.733

[Rank 0] (epoch: 32, iters: 265, time: 0.336, data: 0.019) , D_A: 0.187, G_A: 1.115, cycle_A: 0.230, idt_A: 0.142, D_B: 0.001, G_B: 0.965, cycle_B: 0.360, idt_B: 0.081

[Rank 0] (epoch: 32, iters: 290, time: 0.337, data: 0.019) , D_A: 0.149, G_A: 0.528, cycle_A: 0.259, idt_A: 0.157, D_B: 0.001, G_B: 0.952, cycle_B: 0.346, idt_B: 0.103

[Rank 0] (epoch: 32, iters: 315, time: 0.337, data: 0.018) , D_A: 0.161, G_A: 0.354, cycle_A: 0.216, idt_A: 0.200, D_B: 0.001, G_B: 0.969, cycle_B: 0.466, idt_B: 0.079

[Rank 0] (epoch: 32, iters: 340, time: 0.335, data: 0.020) , D_A: 0.036, G_A: 0.449, cycle_A: 0.252, idt_A: 0.118, D_B: 0.001, G_B: 1.015, cycle_B: 0.325, idt_B: 0.075

[Rank 0] (epoch: 32, iters: 365, time: 0.335, data: 0.021) , D_A: 0.193, G_A: 0.739, cycle_A: 0.218, idt_A: 0.187, D_B: 0.002, G_B: 0.986, cycle_B: 0.455, idt_B: 0.077

[Rank 0] (epoch: 32, iters: 390, time: 0.338, data: 0.020) , D_A: 0.079, G_A: 1.016, cycle_A: 0.250, idt_A: 0.112, D_B: 0.008, G_B: 0.909, cycle_B: 0.281, idt_B: 0.089

[Rank 0] (epoch: 32, iters: 415, time: 0.337, data: 0.018) , D_A: 0.102, G_A: 0.664, cycle_A: 0.176, idt_A: 0.232, D_B: 0.006, G_B: 1.121, cycle_B: 0.560, idt_B: 0.072

[Rank 0] (epoch: 32, iters: 440, time: 0.334, data: 0.018) , D_A: 0.082, G_A: 0.575, cycle_A: 0.205, idt_A: 0.127, D_B: 0.006, G_B: 0.957, cycle_B: 0.316, idt_B: 0.084

[Rank 0] (epoch: 32, iters: 465, time: 0.336, data: 0.019) , D_A: 0.050, G_A: 1.235, cycle_A: 0.304, idt_A: 0.109, D_B: 0.001, G_B: 0.995, cycle_B: 0.266, idt_B: 0.106

[Rank 0] (epoch: 32, iters: 490, time: 0.332, data: 0.018) , D_A: 0.090, G_A: 0.533, cycle_A: 0.217, idt_A: 0.109, D_B: 0.001, G_B: 1.002, cycle_B: 0.274, idt_B: 0.065

[Rank 0] (epoch: 32, iters: 515, time: 0.336, data: 0.019) , D_A: 0.069, G_A: 0.648, cycle_A: 0.255, idt_A: 0.138, D_B: 0.001, G_B: 0.974, cycle_B: 0.381, idt_B: 0.101

[Rank 0] (epoch: 32, iters: 540, time: 0.337, data: 0.020) , D_A: 0.038, G_A: 0.775, cycle_A: 0.263, idt_A: 0.131, D_B: 0.018, G_B: 0.916, cycle_B: 0.365, idt_B: 0.109

[Rank 0] (epoch: 32, iters: 565, time: 0.335, data: 0.029) , D_A: 0.131, G_A: 0.514, cycle_A: 0.274, idt_A: 0.136, D_B: 0.003, G_B: 0.938, cycle_B: 0.300, idt_B: 0.094

[Rank 0] (epoch: 32, iters: 590, time: 0.334, data: 0.027) , D_A: 0.111, G_A: 0.218, cycle_A: 0.189, idt_A: 0.164, D_B: 0.001, G_B: 0.974, cycle_B: 0.376, idt_B: 0.066

[Rank 0] (epoch: 32, iters: 615, time: 0.336, data: 0.022) , D_A: 0.093, G_A: 1.434, cycle_A: 0.327, idt_A: 0.129, D_B: 0.006, G_B: 0.954, cycle_B: 0.303, idt_B: 0.176

[Rank 0] (epoch: 32, iters: 640, time: 0.336, data: 0.021) , D_A: 0.254, G_A: 1.268, cycle_A: 0.219, idt_A: 0.158, D_B: 0.001, G_B: 0.964, cycle_B: 0.306, idt_B: 0.080

[Rank 0] (epoch: 32, iters: 665, time: 0.338, data: 0.021) , D_A: 0.175, G_A: 0.440, cycle_A: 0.194, idt_A: 0.138, D_B: 0.001, G_B: 1.033, cycle_B: 0.310, idt_B: 0.070

[Rank 0] (epoch: 32, iters: 690, time: 0.337, data: 0.028) , D_A: 0.099, G_A: 0.464, cycle_A: 0.226, idt_A: 0.116, D_B: 0.001, G_B: 1.029, cycle_B: 0.273, idt_B: 0.080

[Rank 0] (epoch: 32, iters: 715, time: 0.338, data: 0.023) , D_A: 0.179, G_A: 0.278, cycle_A: 0.453, idt_A: 0.189, D_B: 0.001, G_B: 1.003, cycle_B: 0.526, idt_B: 0.188

[Rank 0] (epoch: 32, iters: 740, time: 0.336, data: 0.018) , D_A: 0.072, G_A: 0.505, cycle_A: 0.289, idt_A: 0.138, D_B: 0.001, G_B: 0.990, cycle_B: 0.300, idt_B: 0.110

[Rank 0] (epoch: 32, iters: 765, time: 0.336, data: 0.019) , D_A: 0.036, G_A: 0.625, cycle_A: 0.305, idt_A: 0.152, D_B: 0.006, G_B: 0.971, cycle_B: 0.372, idt_B: 0.120

[Rank 0] (epoch: 32, iters: 790, time: 0.337, data: 0.018) , D_A: 0.038, G_A: 0.723, cycle_A: 0.302, idt_A: 0.134, D_B: 0.002, G_B: 0.931, cycle_B: 0.436, idt_B: 0.123

[Rank 0] (epoch: 32, iters: 815, time: 0.334, data: 0.020) , D_A: 0.196, G_A: 1.025, cycle_A: 0.205, idt_A: 0.175, D_B: 0.001, G_B: 1.038, cycle_B: 0.433, idt_B: 0.089

[Rank 0] (epoch: 32, iters: 840, time: 0.337, data: 0.020) , D_A: 0.147, G_A: 1.332, cycle_A: 0.176, idt_A: 0.200, D_B: 0.001, G_B: 0.995, cycle_B: 0.378, idt_B: 0.068

[Rank 0] (epoch: 32, iters: 865, time: 0.335, data: 0.020) , D_A: 0.053, G_A: 0.794, cycle_A: 0.258, idt_A: 0.459, D_B: 0.001, G_B: 1.016, cycle_B: 1.005, idt_B: 0.105

[Rank 0] (epoch: 32, iters: 890, time: 0.338, data: 0.018) , D_A: 0.063, G_A: 1.249, cycle_A: 0.280, idt_A: 0.174, D_B: 0.002, G_B: 1.024, cycle_B: 0.440, idt_B: 0.085

[Rank 0] (epoch: 32, iters: 915, time: 0.336, data: 0.020) , D_A: 0.066, G_A: 0.640, cycle_A: 0.207, idt_A: 0.172, D_B: 0.002, G_B: 1.020, cycle_B: 0.377, idt_B: 0.064

[Rank 0] (epoch: 32, iters: 940, time: 0.336, data: 0.020) , D_A: 0.081, G_A: 0.322, cycle_A: 0.234, idt_A: 0.148, D_B: 0.001, G_B: 0.988, cycle_B: 0.353, idt_B: 0.079

[Rank 0] (epoch: 32, iters: 965, time: 0.337, data: 0.019) , D_A: 0.038, G_A: 0.295, cycle_A: 0.246, idt_A: 0.131, D_B: 0.001, G_B: 0.991, cycle_B: 0.357, idt_B: 0.112

[Rank 0] (epoch: 32, iters: 990, time: 0.331, data: 0.025) , D_A: 0.104, G_A: 0.604, cycle_A: 0.439, idt_A: 0.176, D_B: 0.003, G_B: 1.019, cycle_B: 0.402, idt_B: 0.185

[Rank 0] (epoch: 32, iters: 1015, time: 0.336, data: 0.019) , D_A: 0.050, G_A: 0.550, cycle_A: 0.285, idt_A: 0.177, D_B: 0.003, G_B: 0.984, cycle_B: 0.392, idt_B: 0.098

[Rank 0] (epoch: 32, iters: 1040, time: 0.336, data: 0.018) , D_A: 0.072, G_A: 1.604, cycle_A: 0.261, idt_A: 0.147, D_B: 0.003, G_B: 1.031, cycle_B: 0.329, idt_B: 0.131

[Rank 0] (epoch: 32, iters: 1065, time: 0.336, data: 0.019) , D_A: 0.087, G_A: 0.524, cycle_A: 0.382, idt_A: 0.125, D_B: 0.003, G_B: 0.965, cycle_B: 0.283, idt_B: 0.149

[Rank 0] (epoch: 32, iters: 1090, time: 0.337, data: 0.020) , D_A: 0.094, G_A: 0.241, cycle_A: 0.274, idt_A: 0.172, D_B: 0.001, G_B: 0.969, cycle_B: 0.430, idt_B: 0.092

[Rank 0] (epoch: 32, iters: 1115, time: 0.337, data: 0.019) , D_A: 0.081, G_A: 0.789, cycle_A: 0.236, idt_A: 0.151, D_B: 0.006, G_B: 1.024, cycle_B: 0.363, idt_B: 0.088

[Rank 0] (epoch: 32, iters: 1140, time: 0.336, data: 0.019) , D_A: 0.104, G_A: 0.495, cycle_A: 0.266, idt_A: 0.213, D_B: 0.002, G_B: 0.950, cycle_B: 0.534, idt_B: 0.100

[Rank 0] (epoch: 32, iters: 1165, time: 0.336, data: 0.018) , D_A: 0.069, G_A: 0.186, cycle_A: 0.203, idt_A: 0.177, D_B: 0.004, G_B: 1.010, cycle_B: 0.379, idt_B: 0.075

[Rank 0] (epoch: 32, iters: 1190, time: 0.339, data: 0.021) , D_A: 0.261, G_A: 0.251, cycle_A: 0.316, idt_A: 0.145, D_B: 0.236, G_B: 0.248, cycle_B: 0.334, idt_B: 0.123

[Rank 0] (epoch: 32, iters: 1215, time: 0.337, data: 0.019) , D_A: 0.134, G_A: 0.309, cycle_A: 0.184, idt_A: 0.145, D_B: 0.034, G_B: 0.390, cycle_B: 0.293, idt_B: 0.069

[Rank 0] (epoch: 32, iters: 1240, time: 0.337, data: 0.020) , D_A: 0.044, G_A: 0.612, cycle_A: 0.248, idt_A: 0.190, D_B: 0.021, G_B: 0.126, cycle_B: 0.505, idt_B: 0.086

[Rank 0] (epoch: 32, iters: 1265, time: 0.337, data: 0.021) , D_A: 0.079, G_A: 1.046, cycle_A: 0.240, idt_A: 0.137, D_B: 0.022, G_B: 0.497, cycle_B: 0.300, idt_B: 0.082

[Rank 0] (epoch: 32, iters: 1290, time: 0.336, data: 0.018) , D_A: 0.063, G_A: 0.811, cycle_A: 0.243, idt_A: 0.121, D_B: 0.125, G_B: 1.181, cycle_B: 0.471, idt_B: 0.084

[Rank 0] (epoch: 32, iters: 1315, time: 0.335, data: 0.019) , D_A: 0.098, G_A: 0.582, cycle_A: 0.202, idt_A: 0.159, D_B: 0.104, G_B: 0.548, cycle_B: 0.369, idt_B: 0.077

[Rank 0] (epoch: 32, iters: 1340, time: 0.332, data: 0.018) , D_A: 0.076, G_A: 1.196, cycle_A: 0.219, idt_A: 0.323, D_B: 0.038, G_B: 0.647, cycle_B: 0.620, idt_B: 0.086

[Rank 0] (epoch: 32, iters: 1365, time: 0.337, data: 0.020) , D_A: 0.061, G_A: 0.651, cycle_A: 0.212, idt_A: 0.132, D_B: 0.094, G_B: 1.077, cycle_B: 0.311, idt_B: 0.084

[Rank 0] (epoch: 32, iters: 1390, time: 0.335, data: 0.019) , D_A: 0.154, G_A: 0.869, cycle_A: 0.221, idt_A: 0.157, D_B: 0.177, G_B: 0.332, cycle_B: 0.394, idt_B: 0.084

[Rank 0] (epoch: 32, iters: 1415, time: 0.334, data: 0.021) , D_A: 0.269, G_A: 0.124, cycle_A: 0.249, idt_A: 0.115, D_B: 0.010, G_B: 1.049, cycle_B: 0.291, idt_B: 0.088

[Rank 0] (epoch: 32, iters: 1440, time: 0.331, data: 0.020) , D_A: 0.117, G_A: 0.366, cycle_A: 0.351, idt_A: 0.110, D_B: 0.041, G_B: 1.018, cycle_B: 0.304, idt_B: 0.136

[Rank 0] (epoch: 32, iters: 1465, time: 0.334, data: 0.018) , D_A: 0.236, G_A: 0.181, cycle_A: 0.253, idt_A: 0.183, D_B: 0.096, G_B: 0.559, cycle_B: 0.571, idt_B: 0.090

[Rank 0] (epoch: 32, iters: 1490, time: 0.337, data: 0.019) , D_A: 0.085, G_A: 0.772, cycle_A: 0.332, idt_A: 0.139, D_B: 0.042, G_B: 0.753, cycle_B: 0.324, idt_B: 0.124

[Rank 0] (epoch: 32, iters: 1515, time: 0.335, data: 0.018) , D_A: 0.029, G_A: 0.787, cycle_A: 0.301, idt_A: 0.126, D_B: 0.096, G_B: 0.671, cycle_B: 0.369, idt_B: 0.108

[Rank 0] (epoch: 32, iters: 1540, time: 0.333, data: 0.019) , D_A: 0.045, G_A: 0.884, cycle_A: 0.276, idt_A: 0.149, D_B: 0.342, G_B: 1.187, cycle_B: 0.321, idt_B: 0.100

[Rank 0] (epoch: 32, iters: 1565, time: 0.334, data: 0.020) , D_A: 0.092, G_A: 0.765, cycle_A: 0.235, idt_A: 0.145, D_B: 0.248, G_B: 0.341, cycle_B: 0.329, idt_B: 0.078

[Rank 0] (epoch: 32, iters: 1590, time: 0.338, data: 0.020) , D_A: 0.055, G_A: 1.296, cycle_A: 0.653, idt_A: 0.144, D_B: 0.030, G_B: 0.494, cycle_B: 0.347, idt_B: 0.198

[Rank 0] (epoch: 32, iters: 1615, time: 0.338, data: 0.020) , D_A: 0.150, G_A: 0.940, cycle_A: 0.197, idt_A: 0.173, D_B: 0.015, G_B: 0.761, cycle_B: 0.356, idt_B: 0.079

[Rank 0] (epoch: 32, iters: 1640, time: 0.338, data: 0.020) , D_A: 0.081, G_A: 0.926, cycle_A: 0.248, idt_A: 0.273, D_B: 0.106, G_B: 1.228, cycle_B: 1.147, idt_B: 0.087

[Rank 0] (epoch: 32, iters: 1665, time: 0.336, data: 0.019) , D_A: 0.081, G_A: 0.571, cycle_A: 0.251, idt_A: 0.158, D_B: 0.146, G_B: 0.109, cycle_B: 0.367, idt_B: 0.085

[Rank 0] (epoch: 32, iters: 1690, time: 0.336, data: 0.020) , D_A: 0.183, G_A: 1.198, cycle_A: 0.250, idt_A: 0.186, D_B: 0.025, G_B: 0.679, cycle_B: 0.420, idt_B: 0.105

[Rank 0] (epoch: 32, iters: 1715, time: 0.337, data: 0.020) , D_A: 0.097, G_A: 0.372, cycle_A: 0.269, idt_A: 0.153, D_B: 0.040, G_B: 0.915, cycle_B: 0.358, idt_B: 0.093

[Rank 0] (epoch: 32, iters: 1740, time: 0.337, data: 0.020) , D_A: 0.100, G_A: 0.488, cycle_A: 0.246, idt_A: 0.167, D_B: 0.189, G_B: 1.345, cycle_B: 0.368, idt_B: 0.076

[Rank 0] (epoch: 32, iters: 1765, time: 0.338, data: 0.020) , D_A: 0.096, G_A: 0.370, cycle_A: 0.225, idt_A: 0.245, D_B: 0.011, G_B: 0.911, cycle_B: 0.662, idt_B: 0.113

[Rank 0] (epoch: 32, iters: 1790, time: 0.337, data: 0.020) , D_A: 0.041, G_A: 0.647, cycle_A: 0.247, idt_A: 0.104, D_B: 0.020, G_B: 1.062, cycle_B: 0.318, idt_B: 0.104

[Rank 0] (epoch: 32, iters: 1815, time: 0.331, data: 0.019) , D_A: 0.028, G_A: 0.928, cycle_A: 0.253, idt_A: 0.148, D_B: 0.009, G_B: 0.862, cycle_B: 0.362, idt_B: 0.111

[Rank 0] (epoch: 32, iters: 1840, time: 0.338, data: 0.019) , D_A: 0.046, G_A: 1.260, cycle_A: 0.406, idt_A: 0.162, D_B: 0.003, G_B: 0.856, cycle_B: 0.388, idt_B: 0.146

[Rank 0] (epoch: 32, iters: 1865, time: 0.337, data: 0.019) , D_A: 0.092, G_A: 0.538, cycle_A: 0.218, idt_A: 0.162, D_B: 0.009, G_B: 0.949, cycle_B: 0.338, idt_B: 0.077

[Rank 0] (epoch: 32, iters: 1890, time: 0.338, data: 0.018) , D_A: 0.237, G_A: 0.683, cycle_A: 0.223, idt_A: 0.119, D_B: 0.004, G_B: 0.972, cycle_B: 0.347, idt_B: 0.082

[Rank 0] (epoch: 32, iters: 1915, time: 0.338, data: 0.019) , D_A: 0.099, G_A: 0.567, cycle_A: 0.220, idt_A: 0.175, D_B: 0.021, G_B: 0.716, cycle_B: 0.475, idt_B: 0.071

[Rank 0] (epoch: 32, iters: 1940, time: 0.337, data: 0.020) , D_A: 0.096, G_A: 0.611, cycle_A: 0.210, idt_A: 0.242, D_B: 0.002, G_B: 0.999, cycle_B: 0.574, idt_B: 0.102

[Rank 0] (epoch: 32, iters: 1965, time: 0.336, data: 0.019) , D_A: 0.054, G_A: 0.900, cycle_A: 0.211, idt_A: 0.284, D_B: 0.007, G_B: 0.886, cycle_B: 0.460, idt_B: 0.077

[Rank 0] (epoch: 32, iters: 1990, time: 0.334, data: 0.019) , D_A: 0.101, G_A: 0.451, cycle_A: 0.178, idt_A: 0.292, D_B: 0.003, G_B: 0.847, cycle_B: 0.856, idt_B: 0.064

[Rank 0] (epoch: 32, iters: 2015, time: 0.338, data: 0.020) , D_A: 0.230, G_A: 0.907, cycle_A: 0.239, idt_A: 0.281, D_B: 0.002, G_B: 0.914, cycle_B: 0.702, idt_B: 0.088

[Rank 0] (epoch: 32, iters: 2040, time: 0.337, data: 0.020) , D_A: 0.036, G_A: 0.221, cycle_A: 0.237, idt_A: 0.152, D_B: 0.199, G_B: 0.206, cycle_B: 0.367, idt_B: 0.087

[Rank 0] (epoch: 32, iters: 2065, time: 0.337, data: 0.019) , D_A: 0.043, G_A: 0.696, cycle_A: 0.204, idt_A: 0.142, D_B: 0.359, G_B: 0.029, cycle_B: 0.358, idt_B: 0.071

[Rank 0] (epoch: 32, iters: 2090, time: 0.338, data: 0.021) , D_A: 0.152, G_A: 0.521, cycle_A: 0.289, idt_A: 0.132, D_B: 0.009, G_B: 1.064, cycle_B: 0.364, idt_B: 0.107

[Rank 0] (epoch: 32, iters: 2115, time: 0.336, data: 0.019) , D_A: 0.055, G_A: 0.640, cycle_A: 0.217, idt_A: 0.161, D_B: 0.173, G_B: 0.459, cycle_B: 0.444, idt_B: 0.081

[Rank 0] (epoch: 32, iters: 2140, time: 0.336, data: 0.020) , D_A: 0.103, G_A: 0.164, cycle_A: 0.196, idt_A: 0.129, D_B: 0.074, G_B: 0.856, cycle_B: 0.287, idt_B: 0.078

[Rank 0] (epoch: 32, iters: 2165, time: 0.331, data: 0.019) , D_A: 0.048, G_A: 0.649, cycle_A: 0.288, idt_A: 0.126, D_B: 0.008, G_B: 1.059, cycle_B: 0.320, idt_B: 0.117

[Rank 0] (epoch: 32, iters: 2190, time: 0.337, data: 0.018) , D_A: 0.279, G_A: 0.945, cycle_A: 0.216, idt_A: 0.153, D_B: 0.014, G_B: 0.792, cycle_B: 0.333, idt_B: 0.082

[Rank 0] (epoch: 32, iters: 2215, time: 0.336, data: 0.019) , D_A: 0.124, G_A: 0.430, cycle_A: 0.227, idt_A: 0.162, D_B: 0.006, G_B: 0.923, cycle_B: 0.345, idt_B: 0.081

[Rank 0] (epoch: 32, iters: 2240, time: 0.337, data: 0.021) , D_A: 0.055, G_A: 0.257, cycle_A: 0.683, idt_A: 0.139, D_B: 0.003, G_B: 1.064, cycle_B: 0.347, idt_B: 0.287

[Rank 0] (epoch: 32, iters: 2265, time: 0.337, data: 0.020) , D_A: 0.209, G_A: 0.624, cycle_A: 0.230, idt_A: 0.491, D_B: 0.019, G_B: 0.704, cycle_B: 0.757, idt_B: 0.086

[Rank 0] (epoch: 32, iters: 2290, time: 0.334, data: 0.019) , D_A: 0.118, G_A: 1.165, cycle_A: 0.230, idt_A: 0.119, D_B: 0.014, G_B: 0.964, cycle_B: 0.371, idt_B: 0.081

[Rank 0] (epoch: 32, iters: 2315, time: 0.336, data: 0.018) , D_A: 0.193, G_A: 0.276, cycle_A: 0.254, idt_A: 0.162, D_B: 0.004, G_B: 0.896, cycle_B: 0.636, idt_B: 0.099

[Rank 0] (epoch: 32, iters: 2340, time: 0.338, data: 0.020) , D_A: 0.022, G_A: 0.787, cycle_A: 0.232, idt_A: 0.210, D_B: 0.007, G_B: 1.029, cycle_B: 0.285, idt_B: 0.098

[Rank 0] (epoch: 32, iters: 2365, time: 0.334, data: 0.018) , D_A: 0.034, G_A: 0.752, cycle_A: 0.296, idt_A: 1.062, D_B: 0.005, G_B: 0.950, cycle_B: 1.939, idt_B: 0.123

[Rank 0] (epoch: 32, iters: 2390, time: 0.336, data: 0.028) , D_A: 0.252, G_A: 0.284, cycle_A: 0.294, idt_A: 0.172, D_B: 0.003, G_B: 0.922, cycle_B: 0.395, idt_B: 0.122

[Rank 0] (epoch: 32, iters: 2415, time: 0.333, data: 0.023) , D_A: 0.074, G_A: 0.663, cycle_A: 0.235, idt_A: 0.102, D_B: 0.003, G_B: 0.972, cycle_B: 0.272, idt_B: 0.091

[Rank 0] (epoch: 32, iters: 2440, time: 0.336, data: 0.019) , D_A: 0.025, G_A: 0.714, cycle_A: 0.398, idt_A: 0.133, D_B: 0.006, G_B: 1.026, cycle_B: 0.324, idt_B: 0.122

[Rank 0] (epoch: 32, iters: 2465, time: 0.336, data: 0.020) , D_A: 0.130, G_A: 0.539, cycle_A: 0.179, idt_A: 0.600, D_B: 0.010, G_B: 0.899, cycle_B: 1.159, idt_B: 0.073

[Rank 0] (epoch: 32, iters: 2490, time: 0.337, data: 0.019) , D_A: 0.026, G_A: 0.592, cycle_A: 0.261, idt_A: 0.124, D_B: 0.002, G_B: 0.999, cycle_B: 0.304, idt_B: 0.101

[Rank 0] (epoch: 32, iters: 2515, time: 0.337, data: 0.021) , D_A: 0.147, G_A: 1.046, cycle_A: 0.672, idt_A: 0.163, D_B: 0.004, G_B: 0.988, cycle_B: 0.422, idt_B: 0.317

[Rank 0] (epoch: 32, iters: 2540, time: 0.336, data: 0.018) , D_A: 0.025, G_A: 0.188, cycle_A: 0.231, idt_A: 0.115, D_B: 0.002, G_B: 0.967, cycle_B: 0.286, idt_B: 0.077

[Rank 0] (epoch: 32, iters: 2565, time: 0.337, data: 0.019) , D_A: 0.234, G_A: 0.237, cycle_A: 0.220, idt_A: 0.124, D_B: 0.005, G_B: 0.987, cycle_B: 0.295, idt_B: 0.072

[Rank 0] (epoch: 32, iters: 2590, time: 0.337, data: 0.018) , D_A: 0.041, G_A: 1.042, cycle_A: 0.226, idt_A: 0.115, D_B: 0.002, G_B: 0.981, cycle_B: 0.298, idt_B: 0.092

[Rank 0] (epoch: 32, iters: 2615, time: 0.336, data: 0.020) , D_A: 0.069, G_A: 1.374, cycle_A: 0.236, idt_A: 0.166, D_B: 0.002, G_B: 0.933, cycle_B: 0.414, idt_B: 0.084

[Rank 0] (epoch: 32, iters: 2640, time: 0.335, data: 0.018) , D_A: 0.130, G_A: 0.330, cycle_A: 0.267, idt_A: 0.268, D_B: 0.004, G_B: 1.095, cycle_B: 0.675, idt_B: 0.097

[Rank 0] (epoch: 32, iters: 2665, time: 0.336, data: 0.020) , D_A: 0.140, G_A: 0.457, cycle_A: 0.189, idt_A: 0.145, D_B: 0.002, G_B: 0.701, cycle_B: 0.327, idt_B: 0.080

[Rank 0] (epoch: 32, iters: 2690, time: 0.336, data: 0.020) , D_A: 0.053, G_A: 0.173, cycle_A: 0.247, idt_A: 0.169, D_B: 0.057, G_B: 1.113, cycle_B: 0.357, idt_B: 0.071

[Rank 0] (epoch: 32, iters: 2715, time: 0.337, data: 0.018) , D_A: 0.076, G_A: 0.880, cycle_A: 0.255, idt_A: 0.153, D_B: 0.001, G_B: 0.995, cycle_B: 0.381, idt_B: 0.090

[Rank 0] (epoch: 33, iters: 25, time: 0.338, data: 0.019) , D_A: 0.119, G_A: 0.596, cycle_A: 0.248, idt_A: 0.169, D_B: 0.010, G_B: 1.063, cycle_B: 0.451, idt_B: 0.092

[Rank 0] (epoch: 33, iters: 50, time: 0.339, data: 0.019) , D_A: 0.140, G_A: 0.500, cycle_A: 0.226, idt_A: 0.158, D_B: 0.002, G_B: 1.024, cycle_B: 0.340, idt_B: 0.093

[Rank 0] (epoch: 33, iters: 75, time: 0.338, data: 0.018) , D_A: 0.050, G_A: 0.842, cycle_A: 0.295, idt_A: 0.121, D_B: 0.002, G_B: 0.988, cycle_B: 0.348, idt_B: 0.126

[Rank 0] (epoch: 33, iters: 100, time: 0.338, data: 0.018) , D_A: 0.033, G_A: 0.538, cycle_A: 0.213, idt_A: 0.170, D_B: 0.193, G_B: 0.329, cycle_B: 0.373, idt_B: 0.087

[Rank 0] (epoch: 33, iters: 125, time: 0.338, data: 0.018) , D_A: 0.165, G_A: 0.420, cycle_A: 0.258, idt_A: 0.179, D_B: 0.073, G_B: 0.530, cycle_B: 0.368, idt_B: 0.102

[Rank 0] (epoch: 33, iters: 150, time: 0.338, data: 0.018) , D_A: 0.131, G_A: 0.705, cycle_A: 0.180, idt_A: 0.149, D_B: 0.007, G_B: 0.827, cycle_B: 0.386, idt_B: 0.063

[Rank 0] (epoch: 33, iters: 175, time: 0.337, data: 0.018) , D_A: 0.081, G_A: 0.461, cycle_A: 0.251, idt_A: 0.202, D_B: 0.109, G_B: 0.333, cycle_B: 0.406, idt_B: 0.099

[Rank 0] (epoch: 33, iters: 200, time: 0.339, data: 0.019) , D_A: 0.024, G_A: 0.574, cycle_A: 0.266, idt_A: 0.111, D_B: 0.094, G_B: 0.884, cycle_B: 0.281, idt_B: 0.098

[Rank 0] (epoch: 33, iters: 225, time: 0.337, data: 0.019) , D_A: 0.090, G_A: 1.243, cycle_A: 0.267, idt_A: 0.205, D_B: 0.032, G_B: 0.546, cycle_B: 0.619, idt_B: 0.092

[Rank 0] (epoch: 33, iters: 250, time: 0.338, data: 0.017) , D_A: 0.091, G_A: 0.507, cycle_A: 0.238, idt_A: 0.252, D_B: 0.032, G_B: 0.435, cycle_B: 0.609, idt_B: 0.083

[Rank 0] (epoch: 33, iters: 275, time: 0.335, data: 0.018) , D_A: 0.112, G_A: 0.488, cycle_A: 0.294, idt_A: 0.123, D_B: 0.014, G_B: 1.170, cycle_B: 0.289, idt_B: 0.118

[Rank 0] (epoch: 33, iters: 300, time: 0.338, data: 0.018) , D_A: 0.150, G_A: 0.291, cycle_A: 0.263, idt_A: 0.169, D_B: 0.006, G_B: 0.963, cycle_B: 0.471, idt_B: 0.098

[Rank 0] (epoch: 33, iters: 325, time: 0.333, data: 0.019) , D_A: 0.042, G_A: 0.217, cycle_A: 0.276, idt_A: 0.147, D_B: 0.014, G_B: 0.891, cycle_B: 0.369, idt_B: 0.116

[Rank 0] (epoch: 33, iters: 350, time: 0.338, data: 0.019) , D_A: 0.166, G_A: 0.240, cycle_A: 0.265, idt_A: 0.158, D_B: 0.256, G_B: 0.113, cycle_B: 0.408, idt_B: 0.095

[Rank 0] (epoch: 33, iters: 375, time: 0.337, data: 0.018) , D_A: 0.190, G_A: 0.237, cycle_A: 0.191, idt_A: 0.178, D_B: 0.056, G_B: 1.141, cycle_B: 0.423, idt_B: 0.071

[Rank 0] (epoch: 33, iters: 400, time: 0.338, data: 0.019) , D_A: 0.111, G_A: 0.689, cycle_A: 0.197, idt_A: 0.155, D_B: 0.156, G_B: 0.922, cycle_B: 0.396, idt_B: 0.144

[Rank 0] (epoch: 33, iters: 425, time: 0.336, data: 0.022) , D_A: 0.061, G_A: 0.780, cycle_A: 0.219, idt_A: 0.113, D_B: 0.030, G_B: 1.119, cycle_B: 0.254, idt_B: 0.074

[Rank 0] (epoch: 33, iters: 450, time: 0.334, data: 0.021) , D_A: 0.230, G_A: 0.219, cycle_A: 0.220, idt_A: 0.143, D_B: 0.083, G_B: 0.758, cycle_B: 0.345, idt_B: 0.083

[Rank 0] (epoch: 33, iters: 475, time: 0.336, data: 0.020) , D_A: 0.165, G_A: 0.840, cycle_A: 0.242, idt_A: 0.163, D_B: 0.012, G_B: 0.252, cycle_B: 0.421, idt_B: 0.081

[Rank 0] (epoch: 33, iters: 500, time: 0.319, data: 0.029) , D_A: 0.143, G_A: 0.359, cycle_A: 0.256, idt_A: 0.141, D_B: 0.241, G_B: 0.613, cycle_B: 0.324, idt_B: 0.101

