================ Training Loss (Wed Oct 15 14:10:54 2025) ================
[Rank 0] (epoch: 1, iters: 100, time: 0.040, data: 0.152) , G_GAN: 0.760, G_L1: 8.585, D_real: 0.740, D_fake: 0.825

[Rank 0] (epoch: 25, iters: 1000, time: 0.039, data: 0.003) , G_GAN: 1.172, G_L1: 2.022, D_real: 0.187, D_fake: 0.939

[Rank 0] (epoch: 25, iters: 1100, time: 0.039, data: 0.003) , G_GAN: 0.787, G_L1: 1.920, D_real: 0.564, D_fake: 0.679

[Rank 0] (epoch: 25, iters: 1200, time: 0.039, data: 0.003) , G_GAN: 0.709, G_L1: 2.096, D_real: 0.614, D_fake: 0.533

[Rank 0] (epoch: 25, iters: 1300, time: 0.039, data: 0.003) , G_GAN: 1.084, G_L1: 2.140, D_real: 0.499, D_fake: 0.693

[Rank 0] (epoch: 25, iters: 1400, time: 0.039, data: 0.003) , G_GAN: 1.264, G_L1: 1.928, D_real: 0.513, D_fake: 0.622

[Rank 0] (epoch: 25, iters: 1500, time: 0.040, data: 0.003) , G_GAN: 1.508, G_L1: 2.121, D_real: 0.340, D_fake: 0.935

[Rank 0] (epoch: 25, iters: 1600, time: 0.040, data: 0.003) , G_GAN: 1.083, G_L1: 2.063, D_real: 0.635, D_fake: 0.547

[Rank 0] (epoch: 25, iters: 1700, time: 0.039, data: 0.002) , G_GAN: 0.906, G_L1: 1.976, D_real: 0.550, D_fake: 0.575

[Rank 0] (epoch: 25, iters: 1800, time: 0.040, data: 0.003) , G_GAN: 0.624, G_L1: 2.134, D_real: 0.819, D_fake: 0.490

[Rank 0] (epoch: 25, iters: 1900, time: 0.039, data: 0.003) , G_GAN: 0.956, G_L1: 2.405, D_real: 1.190, D_fake: 0.272

[Rank 0] (epoch: 25, iters: 2000, time: 0.039, data: 0.003) , G_GAN: 0.842, G_L1: 1.881, D_real: 0.645, D_fake: 0.589

[Rank 0] (epoch: 25, iters: 2100, time: 0.040, data: 0.003) , G_GAN: 1.033, G_L1: 2.696, D_real: 0.658, D_fake: 0.620

[Rank 0] (epoch: 25, iters: 2200, time: 0.040, data: 0.003) , G_GAN: 0.877, G_L1: 1.850, D_real: 0.537, D_fake: 0.763

[Rank 0] (epoch: 25, iters: 2300, time: 0.039, data: 0.003) , G_GAN: 0.798, G_L1: 2.155, D_real: 0.676, D_fake: 0.545

[Rank 0] (epoch: 25, iters: 2400, time: 0.057, data: 0.003) , G_GAN: 0.994, G_L1: 2.008, D_real: 0.426, D_fake: 0.779

[Rank 0] (epoch: 26, iters: 100, time: 0.039, data: 0.140) , G_GAN: 0.924, G_L1: 2.026, D_real: 0.982, D_fake: 0.385

[Rank 0] (epoch: 26, iters: 200, time: 0.040, data: 0.003) , G_GAN: 1.140, G_L1: 2.041, D_real: 0.388, D_fake: 0.922

[Rank 0] (epoch: 26, iters: 300, time: 0.039, data: 0.003) , G_GAN: 0.749, G_L1: 2.334, D_real: 0.853, D_fake: 0.385

[Rank 0] (epoch: 26, iters: 400, time: 0.058, data: 0.002) , G_GAN: 0.618, G_L1: 2.043, D_real: 0.801, D_fake: 0.418

[Rank 0] (epoch: 26, iters: 500, time: 0.039, data: 0.002) , G_GAN: 0.742, G_L1: 1.895, D_real: 0.693, D_fake: 0.533

[Rank 0] (epoch: 26, iters: 600, time: 0.040, data: 0.003) , G_GAN: 0.832, G_L1: 1.961, D_real: 0.484, D_fake: 0.808

[Rank 0] (epoch: 26, iters: 700, time: 0.039, data: 0.003) , G_GAN: 1.096, G_L1: 2.046, D_real: 0.632, D_fake: 0.540

[Rank 0] (epoch: 26, iters: 800, time: 0.039, data: 0.003) , G_GAN: 0.753, G_L1: 2.355, D_real: 0.714, D_fake: 0.342

[Rank 0] (epoch: 26, iters: 900, time: 0.039, data: 0.003) , G_GAN: 0.869, G_L1: 1.971, D_real: 0.949, D_fake: 0.307

[Rank 0] (epoch: 26, iters: 1000, time: 0.040, data: 0.003) , G_GAN: 0.793, G_L1: 1.919, D_real: 0.666, D_fake: 0.598

[Rank 0] (epoch: 26, iters: 1100, time: 0.040, data: 0.003) , G_GAN: 0.486, G_L1: 2.045, D_real: 1.091, D_fake: 0.354

[Rank 0] (epoch: 26, iters: 1200, time: 0.039, data: 0.003) , G_GAN: 1.139, G_L1: 2.216, D_real: 0.594, D_fake: 0.787

[Rank 0] (epoch: 26, iters: 1300, time: 0.039, data: 0.003) , G_GAN: 1.082, G_L1: 1.990, D_real: 0.427, D_fake: 0.986

[Rank 0] (epoch: 26, iters: 1400, time: 0.039, data: 0.003) , G_GAN: 1.008, G_L1: 2.028, D_real: 0.609, D_fake: 0.564

[Rank 0] (epoch: 26, iters: 1500, time: 0.039, data: 0.003) , G_GAN: 1.031, G_L1: 1.897, D_real: 0.723, D_fake: 0.494

[Rank 0] (epoch: 26, iters: 1600, time: 0.039, data: 0.003) , G_GAN: 1.025, G_L1: 1.965, D_real: 0.781, D_fake: 0.668

[Rank 0] (epoch: 26, iters: 1700, time: 0.040, data: 0.003) , G_GAN: 0.905, G_L1: 1.810, D_real: 0.581, D_fake: 0.731

[Rank 0] (epoch: 26, iters: 1800, time: 0.040, data: 0.002) , G_GAN: 1.014, G_L1: 2.446, D_real: 0.501, D_fake: 0.521

[Rank 0] (epoch: 26, iters: 1900, time: 0.040, data: 0.003) , G_GAN: 1.065, G_L1: 2.055, D_real: 0.425, D_fake: 0.804

[Rank 0] (epoch: 26, iters: 2000, time: 0.055, data: 0.003) , G_GAN: 1.070, G_L1: 2.272, D_real: 0.557, D_fake: 0.787

[Rank 0] (epoch: 26, iters: 2100, time: 0.039, data: 0.003) , G_GAN: 0.740, G_L1: 1.988, D_real: 0.806, D_fake: 0.500

[Rank 0] (epoch: 26, iters: 2200, time: 0.040, data: 0.003) , G_GAN: 0.851, G_L1: 1.952, D_real: 0.644, D_fake: 0.560

[Rank 0] (epoch: 26, iters: 2300, time: 0.040, data: 0.003) , G_GAN: 0.710, G_L1: 2.058, D_real: 0.698, D_fake: 0.575

[Rank 0] (epoch: 26, iters: 2400, time: 0.040, data: 0.003) , G_GAN: 0.723, G_L1: 2.214, D_real: 0.816, D_fake: 0.530

[Rank 0] (epoch: 27, iters: 100, time: 0.039, data: 0.117) , G_GAN: 1.292, G_L1: 2.371, D_real: 0.349, D_fake: 0.996

[Rank 0] (epoch: 27, iters: 200, time: 0.039, data: 0.003) , G_GAN: 0.924, G_L1: 1.948, D_real: 0.545, D_fake: 0.689

[Rank 0] (epoch: 27, iters: 300, time: 0.039, data: 0.003) , G_GAN: 0.872, G_L1: 1.979, D_real: 0.720, D_fake: 0.447

[Rank 0] (epoch: 27, iters: 400, time: 0.055, data: 0.003) , G_GAN: 0.949, G_L1: 2.550, D_real: 0.618, D_fake: 0.780

[Rank 0] (epoch: 27, iters: 500, time: 0.039, data: 0.002) , G_GAN: 0.868, G_L1: 2.002, D_real: 0.434, D_fake: 0.876

[Rank 0] (epoch: 27, iters: 600, time: 0.040, data: 0.002) , G_GAN: 0.717, G_L1: 2.230, D_real: 0.727, D_fake: 0.428

[Rank 0] (epoch: 27, iters: 700, time: 0.040, data: 0.003) , G_GAN: 1.082, G_L1: 2.450, D_real: 0.508, D_fake: 0.717

[Rank 0] (epoch: 27, iters: 800, time: 0.039, data: 0.003) , G_GAN: 0.637, G_L1: 2.049, D_real: 1.034, D_fake: 0.347

[Rank 0] (epoch: 27, iters: 900, time: 0.040, data: 0.003) , G_GAN: 0.764, G_L1: 1.796, D_real: 0.649, D_fake: 0.549

[Rank 0] (epoch: 27, iters: 1000, time: 0.040, data: 0.003) , G_GAN: 1.092, G_L1: 2.044, D_real: 1.117, D_fake: 0.487

[Rank 0] (epoch: 27, iters: 1100, time: 0.039, data: 0.003) , G_GAN: 0.956, G_L1: 1.895, D_real: 0.486, D_fake: 0.688

[Rank 0] (epoch: 27, iters: 1200, time: 0.039, data: 0.002) , G_GAN: 0.972, G_L1: 2.177, D_real: 0.543, D_fake: 0.665

[Rank 0] (epoch: 27, iters: 1300, time: 0.039, data: 0.002) , G_GAN: 0.826, G_L1: 1.980, D_real: 0.787, D_fake: 0.388

[Rank 0] (epoch: 27, iters: 1400, time: 0.040, data: 0.003) , G_GAN: 1.008, G_L1: 1.873, D_real: 0.733, D_fake: 0.617

[Rank 0] (epoch: 27, iters: 1500, time: 0.040, data: 0.003) , G_GAN: 0.964, G_L1: 2.073, D_real: 0.399, D_fake: 0.959

[Rank 0] (epoch: 27, iters: 1600, time: 0.058, data: 0.003) , G_GAN: 0.947, G_L1: 1.866, D_real: 0.892, D_fake: 0.395

[Rank 0] (epoch: 27, iters: 1700, time: 0.039, data: 0.003) , G_GAN: 0.769, G_L1: 2.340, D_real: 0.626, D_fake: 0.696

[Rank 0] (epoch: 27, iters: 1800, time: 0.039, data: 0.002) , G_GAN: 0.866, G_L1: 1.955, D_real: 0.751, D_fake: 0.361

[Rank 0] (epoch: 27, iters: 1900, time: 0.040, data: 0.003) , G_GAN: 1.867, G_L1: 2.738, D_real: 0.332, D_fake: 0.847

[Rank 0] (epoch: 27, iters: 2000, time: 0.040, data: 0.002) , G_GAN: 0.919, G_L1: 1.930, D_real: 0.735, D_fake: 0.550

[Rank 0] (epoch: 27, iters: 2100, time: 0.040, data: 0.003) , G_GAN: 0.773, G_L1: 2.093, D_real: 0.901, D_fake: 0.489

[Rank 0] (epoch: 27, iters: 2200, time: 0.040, data: 0.003) , G_GAN: 0.825, G_L1: 2.385, D_real: 0.805, D_fake: 0.370

[Rank 0] (epoch: 27, iters: 2300, time: 0.039, data: 0.002) , G_GAN: 1.151, G_L1: 1.956, D_real: 0.434, D_fake: 0.818

[Rank 0] (epoch: 27, iters: 2400, time: 0.039, data: 0.003) , G_GAN: 1.497, G_L1: 2.372, D_real: 0.408, D_fake: 0.849

[Rank 0] (epoch: 28, iters: 100, time: 0.039, data: 0.126) , G_GAN: 1.290, G_L1: 2.049, D_real: 0.342, D_fake: 1.012

[Rank 0] (epoch: 28, iters: 200, time: 0.039, data: 0.003) , G_GAN: 1.969, G_L1: 2.141, D_real: 0.208, D_fake: 0.770

[Rank 0] (epoch: 28, iters: 300, time: 0.039, data: 0.003) , G_GAN: 0.702, G_L1: 2.300, D_real: 0.654, D_fake: 0.588

[Rank 0] (epoch: 28, iters: 400, time: 0.058, data: 0.003) , G_GAN: 0.786, G_L1: 1.931, D_real: 0.858, D_fake: 0.429

[Rank 0] (epoch: 28, iters: 500, time: 0.039, data: 0.003) , G_GAN: 1.300, G_L1: 1.958, D_real: 0.383, D_fake: 0.743

[Rank 0] (epoch: 28, iters: 600, time: 0.039, data: 0.003) , G_GAN: 0.806, G_L1: 2.042, D_real: 1.217, D_fake: 0.265

[Rank 0] (epoch: 28, iters: 700, time: 0.039, data: 0.003) , G_GAN: 1.134, G_L1: 1.964, D_real: 0.338, D_fake: 0.957

[Rank 0] (epoch: 28, iters: 800, time: 0.039, data: 0.003) , G_GAN: 1.271, G_L1: 2.584, D_real: 0.572, D_fake: 0.732

[Rank 0] (epoch: 28, iters: 900, time: 0.039, data: 0.003) , G_GAN: 1.106, G_L1: 1.852, D_real: 0.706, D_fake: 0.463

[Rank 0] (epoch: 28, iters: 1000, time: 0.039, data: 0.003) , G_GAN: 0.886, G_L1: 2.288, D_real: 0.826, D_fake: 0.651

[Rank 0] (epoch: 28, iters: 1100, time: 0.039, data: 0.003) , G_GAN: 1.882, G_L1: 2.412, D_real: 0.309, D_fake: 0.367

[Rank 0] (epoch: 28, iters: 1200, time: 0.058, data: 0.003) , G_GAN: 2.398, G_L1: 2.123, D_real: 0.556, D_fake: 0.286

[Rank 0] (epoch: 28, iters: 1300, time: 0.040, data: 0.004) , G_GAN: 2.821, G_L1: 2.606, D_real: 0.794, D_fake: 0.270

[Rank 0] (epoch: 28, iters: 1400, time: 0.039, data: 0.003) , G_GAN: 0.839, G_L1: 1.945, D_real: 0.649, D_fake: 0.687

[Rank 0] (epoch: 28, iters: 1500, time: 0.039, data: 0.003) , G_GAN: 1.126, G_L1: 1.760, D_real: 0.627, D_fake: 0.513

[Rank 0] (epoch: 28, iters: 1600, time: 0.039, data: 0.003) , G_GAN: 1.078, G_L1: 2.061, D_real: 0.417, D_fake: 0.647

[Rank 0] (epoch: 28, iters: 1700, time: 0.039, data: 0.003) , G_GAN: 1.116, G_L1: 2.144, D_real: 0.345, D_fake: 1.023

[Rank 0] (epoch: 28, iters: 1800, time: 0.039, data: 0.003) , G_GAN: 0.779, G_L1: 2.179, D_real: 1.128, D_fake: 0.267

[Rank 0] (epoch: 28, iters: 1900, time: 0.040, data: 0.003) , G_GAN: 0.790, G_L1: 2.018, D_real: 1.084, D_fake: 0.248

[Rank 0] (epoch: 28, iters: 2000, time: 0.039, data: 0.003) , G_GAN: 0.668, G_L1: 1.855, D_real: 0.524, D_fake: 0.485

[Rank 0] (epoch: 28, iters: 2100, time: 0.039, data: 0.003) , G_GAN: 1.440, G_L1: 2.497, D_real: 0.391, D_fake: 0.898

[Rank 0] (epoch: 28, iters: 2200, time: 0.039, data: 0.003) , G_GAN: 1.089, G_L1: 2.049, D_real: 0.705, D_fake: 0.496

[Rank 0] (epoch: 28, iters: 2300, time: 0.040, data: 0.003) , G_GAN: 0.859, G_L1: 2.604, D_real: 0.551, D_fake: 0.617

[Rank 0] (epoch: 28, iters: 2400, time: 0.039, data: 0.003) , G_GAN: 0.882, G_L1: 1.929, D_real: 0.682, D_fake: 0.597

[Rank 0] (epoch: 29, iters: 100, time: 0.039, data: 0.162) , G_GAN: 0.701, G_L1: 2.286, D_real: 0.748, D_fake: 0.413

[Rank 0] (epoch: 29, iters: 200, time: 0.039, data: 0.003) , G_GAN: 0.947, G_L1: 1.888, D_real: 0.773, D_fake: 0.447

[Rank 0] (epoch: 29, iters: 300, time: 0.039, data: 0.003) , G_GAN: 1.108, G_L1: 2.458, D_real: 0.337, D_fake: 0.751

[Rank 0] (epoch: 29, iters: 400, time: 0.060, data: 0.003) , G_GAN: 1.133, G_L1: 2.240, D_real: 0.364, D_fake: 0.970

[Rank 0] (epoch: 29, iters: 500, time: 0.039, data: 0.003) , G_GAN: 0.720, G_L1: 2.287, D_real: 0.869, D_fake: 0.445

[Rank 0] (epoch: 29, iters: 600, time: 0.039, data: 0.002) , G_GAN: 0.787, G_L1: 2.034, D_real: 0.921, D_fake: 0.455

[Rank 0] (epoch: 29, iters: 700, time: 0.040, data: 0.003) , G_GAN: 0.796, G_L1: 1.956, D_real: 0.684, D_fake: 0.465

[Rank 0] (epoch: 29, iters: 800, time: 0.059, data: 0.003) , G_GAN: 0.793, G_L1: 1.859, D_real: 0.966, D_fake: 0.425

[Rank 0] (epoch: 29, iters: 900, time: 0.039, data: 0.004) , G_GAN: 0.743, G_L1: 1.911, D_real: 1.301, D_fake: 0.224

[Rank 0] (epoch: 29, iters: 1000, time: 0.039, data: 0.003) , G_GAN: 0.877, G_L1: 2.164, D_real: 0.527, D_fake: 0.648

[Rank 0] (epoch: 29, iters: 1100, time: 0.039, data: 0.003) , G_GAN: 0.820, G_L1: 2.096, D_real: 0.765, D_fake: 0.405

[Rank 0] (epoch: 29, iters: 1200, time: 0.037, data: 0.002) , G_GAN: 1.057, G_L1: 2.023, D_real: 0.507, D_fake: 0.745

[Rank 0] (epoch: 29, iters: 1300, time: 0.039, data: 0.003) , G_GAN: 1.165, G_L1: 1.828, D_real: 0.595, D_fake: 0.535

[Rank 0] (epoch: 29, iters: 1400, time: 0.039, data: 0.003) , G_GAN: 1.086, G_L1: 2.404, D_real: 0.373, D_fake: 0.757

[Rank 0] (epoch: 29, iters: 1500, time: 0.039, data: 0.003) , G_GAN: 1.030, G_L1: 1.930, D_real: 0.466, D_fake: 0.846

[Rank 0] (epoch: 29, iters: 1600, time: 0.039, data: 0.003) , G_GAN: 0.846, G_L1: 1.847, D_real: 0.615, D_fake: 0.498

[Rank 0] (epoch: 29, iters: 1700, time: 0.039, data: 0.002) , G_GAN: 0.748, G_L1: 1.871, D_real: 0.717, D_fake: 0.425

[Rank 0] (epoch: 29, iters: 1800, time: 0.039, data: 0.002) , G_GAN: 1.084, G_L1: 2.127, D_real: 0.626, D_fake: 0.466

[Rank 0] (epoch: 29, iters: 1900, time: 0.039, data: 0.002) , G_GAN: 0.818, G_L1: 1.952, D_real: 0.828, D_fake: 0.371

[Rank 0] (epoch: 29, iters: 2000, time: 0.039, data: 0.002) , G_GAN: 2.297, G_L1: 2.381, D_real: 0.251, D_fake: 1.434

[Rank 0] (epoch: 29, iters: 2100, time: 0.040, data: 0.003) , G_GAN: 1.120, G_L1: 2.104, D_real: 0.450, D_fake: 0.797

[Rank 0] (epoch: 29, iters: 2200, time: 0.039, data: 0.003) , G_GAN: 1.000, G_L1: 1.723, D_real: 0.682, D_fake: 0.640

[Rank 0] (epoch: 29, iters: 2300, time: 0.039, data: 0.003) , G_GAN: 1.619, G_L1: 2.478, D_real: 0.514, D_fake: 0.911

[Rank 0] (epoch: 29, iters: 2400, time: 0.039, data: 0.002) , G_GAN: 0.857, G_L1: 1.795, D_real: 0.790, D_fake: 0.429

[Rank 0] (epoch: 30, iters: 100, time: 0.040, data: 0.137) , G_GAN: 0.832, G_L1: 2.131, D_real: 0.692, D_fake: 0.663

[Rank 0] (epoch: 30, iters: 200, time: 0.040, data: 0.003) , G_GAN: 0.884, G_L1: 1.923, D_real: 0.727, D_fake: 0.475

[Rank 0] (epoch: 30, iters: 300, time: 0.040, data: 0.003) , G_GAN: 0.871, G_L1: 1.940, D_real: 0.512, D_fake: 0.678

[Rank 0] (epoch: 30, iters: 400, time: 0.054, data: 0.003) , G_GAN: 0.870, G_L1: 1.762, D_real: 0.830, D_fake: 0.499

[Rank 0] (epoch: 30, iters: 500, time: 0.039, data: 0.003) , G_GAN: 0.972, G_L1: 2.039, D_real: 0.749, D_fake: 0.413

[Rank 0] (epoch: 30, iters: 600, time: 0.039, data: 0.003) , G_GAN: 1.002, G_L1: 1.888, D_real: 0.424, D_fake: 0.849

[Rank 0] (epoch: 30, iters: 700, time: 0.040, data: 0.003) , G_GAN: 1.204, G_L1: 1.941, D_real: 0.388, D_fake: 0.849

[Rank 0] (epoch: 30, iters: 800, time: 0.039, data: 0.003) , G_GAN: 1.943, G_L1: 1.991, D_real: 0.388, D_fake: 1.076

[Rank 0] (epoch: 30, iters: 900, time: 0.039, data: 0.003) , G_GAN: 0.840, G_L1: 1.819, D_real: 0.409, D_fake: 1.080

[Rank 0] (epoch: 30, iters: 1000, time: 0.039, data: 0.003) , G_GAN: 0.891, G_L1: 1.951, D_real: 0.642, D_fake: 0.571

[Rank 0] (epoch: 30, iters: 1100, time: 0.040, data: 0.002) , G_GAN: 0.901, G_L1: 2.170, D_real: 0.760, D_fake: 0.499

[Rank 0] (epoch: 30, iters: 1200, time: 0.040, data: 0.002) , G_GAN: 1.026, G_L1: 2.111, D_real: 0.478, D_fake: 0.726

[Rank 0] (epoch: 30, iters: 1300, time: 0.040, data: 0.003) , G_GAN: 0.760, G_L1: 2.059, D_real: 0.677, D_fake: 0.520

[Rank 0] (epoch: 30, iters: 1400, time: 0.040, data: 0.003) , G_GAN: 1.104, G_L1: 2.269, D_real: 0.621, D_fake: 0.707

[Rank 0] (epoch: 30, iters: 1500, time: 0.039, data: 0.003) , G_GAN: 1.273, G_L1: 2.139, D_real: 0.475, D_fake: 0.975

[Rank 0] (epoch: 30, iters: 1600, time: 0.039, data: 0.003) , G_GAN: 2.245, G_L1: 2.614, D_real: 0.477, D_fake: 0.955

[Rank 0] (epoch: 30, iters: 1700, time: 0.039, data: 0.003) , G_GAN: 0.875, G_L1: 1.983, D_real: 0.893, D_fake: 0.327

[Rank 0] (epoch: 30, iters: 1800, time: 0.039, data: 0.003) , G_GAN: 5.170, G_L1: 2.352, D_real: 0.792, D_fake: 0.010

[Rank 0] (epoch: 30, iters: 1900, time: 0.039, data: 0.002) , G_GAN: 1.875, G_L1: 2.252, D_real: 0.626, D_fake: 0.329

[Rank 0] (epoch: 30, iters: 2000, time: 0.039, data: 0.002) , G_GAN: 1.877, G_L1: 2.381, D_real: 0.646, D_fake: 0.424

[Rank 0] (epoch: 30, iters: 2100, time: 0.040, data: 0.003) , G_GAN: 2.250, G_L1: 2.412, D_real: 0.168, D_fake: 0.830

[Rank 0] (epoch: 30, iters: 2200, time: 0.039, data: 0.003) , G_GAN: 1.273, G_L1: 2.204, D_real: 0.535, D_fake: 0.665

[Rank 0] (epoch: 30, iters: 2300, time: 0.039, data: 0.003) , G_GAN: 0.968, G_L1: 2.464, D_real: 0.917, D_fake: 1.353

[Rank 0] (epoch: 30, iters: 2400, time: 0.057, data: 0.003) , G_GAN: 0.697, G_L1: 2.191, D_real: 0.911, D_fake: 0.544

[Rank 0] (epoch: 31, iters: 100, time: 0.040, data: 0.133) , G_GAN: 0.889, G_L1: 2.154, D_real: 0.595, D_fake: 0.620

[Rank 0] (epoch: 31, iters: 200, time: 0.039, data: 0.002) , G_GAN: 1.150, G_L1: 2.152, D_real: 0.414, D_fake: 1.045

[Rank 0] (epoch: 31, iters: 300, time: 0.039, data: 0.003) , G_GAN: 0.832, G_L1: 2.029, D_real: 0.688, D_fake: 0.484

[Rank 0] (epoch: 31, iters: 400, time: 0.060, data: 0.003) , G_GAN: 1.057, G_L1: 2.062, D_real: 0.406, D_fake: 0.733

[Rank 0] (epoch: 31, iters: 500, time: 0.039, data: 0.003) , G_GAN: 0.949, G_L1: 2.127, D_real: 0.580, D_fake: 0.512

[Rank 0] (epoch: 31, iters: 600, time: 0.039, data: 0.003) , G_GAN: 0.910, G_L1: 1.890, D_real: 0.572, D_fake: 0.542

[Rank 0] (epoch: 31, iters: 700, time: 0.040, data: 0.003) , G_GAN: 1.043, G_L1: 2.063, D_real: 0.571, D_fake: 0.689

[Rank 0] (epoch: 31, iters: 800, time: 0.040, data: 0.003) , G_GAN: 0.892, G_L1: 2.025, D_real: 0.586, D_fake: 0.631

[Rank 0] (epoch: 31, iters: 900, time: 0.039, data: 0.002) , G_GAN: 1.391, G_L1: 1.939, D_real: 0.445, D_fake: 0.812

[Rank 0] (epoch: 31, iters: 1000, time: 0.039, data: 0.003) , G_GAN: 0.801, G_L1: 1.900, D_real: 0.714, D_fake: 0.499

[Rank 0] (epoch: 31, iters: 1100, time: 0.039, data: 0.003) , G_GAN: 0.904, G_L1: 2.017, D_real: 0.680, D_fake: 0.551

[Rank 0] (epoch: 31, iters: 1200, time: 0.039, data: 0.003) , G_GAN: 1.264, G_L1: 2.140, D_real: 0.292, D_fake: 0.976

[Rank 0] (epoch: 31, iters: 1300, time: 0.039, data: 0.002) , G_GAN: 0.821, G_L1: 1.750, D_real: 0.585, D_fake: 0.741

[Rank 0] (epoch: 31, iters: 1400, time: 0.040, data: 0.003) , G_GAN: 1.172, G_L1: 2.189, D_real: 0.448, D_fake: 0.636

[Rank 0] (epoch: 31, iters: 1500, time: 0.039, data: 0.003) , G_GAN: 0.458, G_L1: 2.444, D_real: 1.022, D_fake: 0.531

[Rank 0] (epoch: 31, iters: 1600, time: 0.039, data: 0.003) , G_GAN: 0.902, G_L1: 2.252, D_real: 0.600, D_fake: 0.588

[Rank 0] (epoch: 31, iters: 1700, time: 0.039, data: 0.003) , G_GAN: 0.935, G_L1: 1.940, D_real: 0.569, D_fake: 0.694

[Rank 0] (epoch: 31, iters: 1800, time: 0.040, data: 0.003) , G_GAN: 0.977, G_L1: 1.917, D_real: 0.607, D_fake: 0.628

[Rank 0] (epoch: 31, iters: 1900, time: 0.039, data: 0.003) , G_GAN: 0.867, G_L1: 1.858, D_real: 1.221, D_fake: 0.289

[Rank 0] (epoch: 31, iters: 2000, time: 0.059, data: 0.003) , G_GAN: 0.983, G_L1: 2.545, D_real: 0.539, D_fake: 0.645

[Rank 0] (epoch: 31, iters: 2100, time: 0.039, data: 0.003) , G_GAN: 1.034, G_L1: 1.865, D_real: 0.498, D_fake: 0.740

[Rank 0] (epoch: 31, iters: 2200, time: 0.039, data: 0.003) , G_GAN: 1.122, G_L1: 2.215, D_real: 0.544, D_fake: 0.667

[Rank 0] (epoch: 31, iters: 2300, time: 0.039, data: 0.003) , G_GAN: 0.646, G_L1: 2.164, D_real: 0.896, D_fake: 0.536

[Rank 0] (epoch: 31, iters: 2400, time: 0.039, data: 0.002) , G_GAN: 1.324, G_L1: 2.091, D_real: 0.425, D_fake: 0.631

[Rank 0] (epoch: 32, iters: 100, time: 0.039, data: 0.135) , G_GAN: 0.792, G_L1: 1.797, D_real: 0.918, D_fake: 0.467

[Rank 0] (epoch: 32, iters: 200, time: 0.039, data: 0.003) , G_GAN: 0.903, G_L1: 2.139, D_real: 0.518, D_fake: 0.863

[Rank 0] (epoch: 32, iters: 300, time: 0.039, data: 0.003) , G_GAN: 0.876, G_L1: 2.006, D_real: 0.690, D_fake: 0.592

[Rank 0] (epoch: 32, iters: 400, time: 0.060, data: 0.003) , G_GAN: 1.045, G_L1: 2.090, D_real: 0.491, D_fake: 0.731

[Rank 0] (epoch: 32, iters: 500, time: 0.040, data: 0.002) , G_GAN: 0.742, G_L1: 2.011, D_real: 0.700, D_fake: 0.493

[Rank 0] (epoch: 32, iters: 600, time: 0.040, data: 0.002) , G_GAN: 0.921, G_L1: 2.090, D_real: 0.626, D_fake: 0.685

[Rank 0] (epoch: 32, iters: 700, time: 0.039, data: 0.002) , G_GAN: 0.541, G_L1: 2.244, D_real: 0.779, D_fake: 0.448

[Rank 0] (epoch: 32, iters: 800, time: 0.039, data: 0.003) , G_GAN: 0.904, G_L1: 2.309, D_real: 0.610, D_fake: 0.662

[Rank 0] (epoch: 32, iters: 900, time: 0.040, data: 0.003) , G_GAN: 0.991, G_L1: 1.980, D_real: 0.721, D_fake: 0.692

[Rank 0] (epoch: 32, iters: 1000, time: 0.039, data: 0.003) , G_GAN: 1.186, G_L1: 1.901, D_real: 0.468, D_fake: 0.707

[Rank 0] (epoch: 32, iters: 1100, time: 0.039, data: 0.002) , G_GAN: 1.725, G_L1: 2.012, D_real: 0.345, D_fake: 0.990

[Rank 0] (epoch: 32, iters: 1200, time: 0.039, data: 0.003) , G_GAN: 1.085, G_L1: 1.651, D_real: 0.525, D_fake: 0.834

[Rank 0] (epoch: 32, iters: 1300, time: 0.039, data: 0.003) , G_GAN: 0.474, G_L1: 2.206, D_real: 0.885, D_fake: 0.529

[Rank 0] (epoch: 32, iters: 1400, time: 0.039, data: 0.003) , G_GAN: 0.960, G_L1: 1.963, D_real: 0.480, D_fake: 0.836

[Rank 0] (epoch: 32, iters: 1500, time: 0.039, data: 0.003) , G_GAN: 1.088, G_L1: 2.263, D_real: 0.502, D_fake: 0.640

[Rank 0] (epoch: 32, iters: 1600, time: 0.058, data: 0.003) , G_GAN: 1.570, G_L1: 2.578, D_real: 0.403, D_fake: 0.882

[Rank 0] (epoch: 32, iters: 1700, time: 0.039, data: 0.003) , G_GAN: 0.811, G_L1: 1.743, D_real: 0.707, D_fake: 0.607

[Rank 0] (epoch: 32, iters: 1800, time: 0.040, data: 0.003) , G_GAN: 0.849, G_L1: 2.057, D_real: 0.625, D_fake: 0.572

[Rank 0] (epoch: 32, iters: 1900, time: 0.040, data: 0.003) , G_GAN: 0.999, G_L1: 2.300, D_real: 0.563, D_fake: 0.449

